日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/01/02,27997826,16549619798,590.00,593.00,589.00,593.00, 0.00,20667
113/01/03,40134497,23267025945,584.00,585.00,576.00,578.00,-15.00,56916
113/01/04,18063758,10466284102,580.00,581.00,577.00,580.00,+2.00,15010
113/01/05,22008878,12685460114,578.00,580.00,574.00,576.00,-4.00,28660
113/01/08,19270119,11232942053,582.00,585.00,579.00,583.00,+7.00,19950
113/01/09,23718766,13909252422,588.00,589.00,583.00,586.00,+3.00,23975
113/01/10,13708117,8006229126,581.00,586.00,580.00,584.00,-2.00,16104
113/01/11,27842729,16323168586,586.00,589.00,583.00,586.00,+2.00,20754
113/01/12,17636558,10304253419,581.00,588.00,581.00,584.00,-2.00,15765
113/01/15,21900687,12873769022,590.00,590.00,585.00,586.00,+2.00,21886
113/01/16,28889681,16817280777,581.00,588.00,579.00,580.00,-6.00,21938
113/01/17,46857735,27229863028,583.00,584.00,578.00,581.00,+1.00,28790
113/01/18,36746623,21575062923,586.00,589.00,585.00,588.00,+7.00,28621
113/01/19,176166037,109423769320,625.00,627.00,614.00,626.00,+38.00,207364
113/01/22,70829523,44436449501,633.00,633.00,623.00,626.00, 0.00,56376
113/01/23,45761889,28681559251,629.00,629.00,622.00,628.00,+2.00,34729
113/01/24,29905121,18779693566,628.00,630.00,624.00,627.00,-1.00,27062
113/01/25,59214638,37803501446,635.00,642.00,633.00,642.00,+15.00,85006
113/01/26,44103850,28392638215,644.00,646.00,639.00,644.00,+2.00,41691
113/01/29,29828008,19268444564,646.00,648.00,644.00,648.00,+4.00,32347
113/01/30,40398877,26028211247,642.00,647.00,642.00,642.00,-6.00,35002
113/01/31,47554701,29978630024,634.00,637.00,626.00,628.00,-14.00,61811
113/02/01,46924943,29237425981,625.00,628.00,619.00,628.00, 0.00,51671
113/02/02,27797894,17563853315,633.00,635.00,628.00,635.00,+7.00,22257
113/02/05,48037344,30931242935,645.00,647.00,638.00,646.00,+11.00,51065
113/02/15,132263803,92592826951,709.00,709.00,693.00,697.00,+51.00,130374
113/02/16,48963167,33742716965,697.00,699.00,683.00,683.00,-14.00,56882
113/02/19,36366837,24665534552,674.00,682.00,674.00,678.00,-5.00,35240
113/02/20,31403730,21494427969,675.00,688.00,675.00,687.00,+9.00,32847
113/02/21,31980543,21748906940,678.00,683.00,678.00,681.00,-6.00,36004
113/02/22,34269392,23664176835,695.00,695.00,685.00,692.00,+11.00,36998
113/02/23,48404478,33847447281,701.00,703.00,696.00,697.00,+5.00,48018
113/02/26,29976379,20917136411,700.00,700.00,695.00,698.00,+1.00,25850
113/02/27,35389548,24647159479,700.00,701.00,691.00,698.00, 0.00,31145
113/02/29,59337072,40973093720,691.00,698.00,688.00,690.00,-8.00,39066
113/03/01,24167721,16699995060,697.00,697.00,688.00,689.00,-1.00,26282
113/03/04,97210112,69868348694,714.00,725.00,711.00,725.00,+36.00,125799
113/03/05,73299411,53751887376,735.00,738.00,728.00,730.00,+5.00,69851
113/03/06,52464833,38203868985,718.00,738.00,717.00,735.00,+5.00,49897
113/03/07,80382406,61221034146,755.00,769.00,754.00,760.00,+25.00,96348
113/03/08,98069174,77295575097,795.00,796.00,772.00,784.00,+24.00,110758
113/03/11,73436931,56348050108,768.00,778.00,761.00,766.00,-18.00,107368
113/03/12,63336798,48288411581,757.00,771.00,754.00,770.00,+4.00,56154
113/03/13,43130896,33672441212,785.00,785.00,777.00,779.00,+9.00,37744
113/03/14,48964017,38196293503,779.00,785.00,770.00,784.00,+5.00,35137
113/03/15,80580846,61451780435,771.00,777.00,753.00,753.00,-31.00,95014
113/03/18,46006400,34967084535,754.00,765.00,754.00,764.00,X0.00,40073
113/03/19,32078900,24399917859,758.00,765.00,755.00,762.00,-2.00,31208
113/03/20,48788389,37117091830,764.00,769.00,752.00,758.00,-4.00,46702
113/03/21,47759094,37203673872,773.00,784.00,772.00,784.00,+26.00,48467
113/03/22,32629749,25521571701,788.00,789.00,775.00,785.00,+1.00,33054
113/03/25,21223414,16612693369,783.00,788.00,779.00,780.00,-5.00,24794
113/03/26,43103294,33847261033,788.00,792.00,776.00,782.00,+2.00,35046
113/03/27,19732209,15418346943,785.00,785.00,779.00,779.00,-3.00,21006
113/03/28,28393398,21889883699,774.00,776.00,768.00,769.00,-10.00,39848
113/03/29,20212820,15682908766,769.00,781.00,768.00,779.00,+10.00,18110
113/04/01,22348250,17301753062,783.00,783.00,769.00,770.00,-9.00,28192
113/04/02,42219075,33230356267,784.00,790.00,783.00,790.00,+20.00,41138
113/04/03,32909892,25719094412,783.00,785.00,778.00,780.00,-10.00,36003
113/04/08,40567580,31925988285,789.00,792.00,783.00,783.00,+3.00,29304
113/04/09,61642573,49946542596,795.00,820.00,792.00,819.00,+36.00,89138
113/04/10,31109466,25358780514,815.00,819.00,810.00,815.00,-4.00,39131
113/04/11,27772972,22655121636,811.00,820.00,811.00,820.00,+5.00,34739
113/04/12,32473155,26663806808,823.00,826.00,817.00,818.00,-2.00,38091
113/04/15,41251141,33300372097,804.00,812.00,803.00,806.00,-12.00,60451
113/04/16,54120813,42833069476,802.00,803.00,785.00,788.00,-18.00,127956
113/04/17,36616351,29324186091,798.00,808.00,793.00,804.00,+16.00,43890
113/04/18,45765617,36684269610,796.00,810.00,792.00,804.00, 0.00,46571
113/04/19,143868560,109032970933,769.00,770.00,746.00,750.00,-54.00,356590
113/04/22,52354944,39093628250,740.00,757.00,740.00,742.00,-8.00,103120
113/04/23,32067682,24247217869,761.00,761.00,752.00,754.00,+12.00,34807
113/04/24,41652749,32458429294,770.00,785.00,769.00,783.00,+29.00,58442
113/04/25,30492037,23412746667,770.00,774.00,765.00,766.00,-17.00,64220
113/04/26,34721905,27272338208,788.00,789.00,782.00,782.00,+16.00,42824
113/04/29,30704200,24322394064,790.00,795.00,787.00,795.00,+13.00,35585
113/04/30,41627249,33118845170,797.00,802.00,790.00,790.00,-5.00,40926
113/05/02,47536363,36983047647,789.00,789.00,772.00,772.00,-18.00,85051
113/05/03,31026748,24240817990,788.00,788.00,773.00,780.00,+8.00,35153
113/05/06,33733509,26644713164,791.00,793.00,786.00,786.00,+6.00,32394
113/05/07,35917824,28623349239,797.00,800.00,792.00,800.00,+14.00,38340
113/05/08,22585765,18032263877,794.00,802.00,792.00,802.00,+2.00,23525
113/05/09,22863681,18267303103,798.00,802.00,796.00,796.00,-6.00,23671
113/05/10,27560431,22107595449,803.00,807.00,798.00,802.00,+6.00,41029
113/05/13,38146948,31315059679,823.00,825.00,818.00,819.00,+17.00,49327
113/05/14,29663617,24309306615,816.00,825.00,811.00,825.00,+6.00,34685
113/05/15,41805778,35112739055,838.00,844.00,837.00,839.00,+14.00,57892
113/05/16,46276890,39179826883,852.00,856.00,837.00,841.00,+2.00,60617
113/05/17,27855719,23373478247,848.00,848.00,834.00,835.00,-6.00,38718
113/05/20,30148330,25069342221,834.00,838.00,822.00,835.00, 0.00,43094
113/05/21,20548110,17214095315,830.00,841.00,830.00,841.00,+6.00,20770
113/05/22,40904357,35027824713,845.00,865.00,843.00,864.00,+23.00,63360
113/05/23,40771207,35638205695,875.00,877.00,867.00,875.00,+11.00,50325
113/05/24,37353467,32358555678,858.00,872.00,858.00,867.00,-8.00,50611
113/05/27,32691921,28496096179,872.00,878.00,866.00,869.00,+2.00,42682
113/05/28,32712504,28375286215,867.00,873.00,865.00,865.00,-4.00,37323
113/05/29,51073346,43924367680,861.00,868.00,856.00,857.00,-8.00,67680
113/05/30,42535118,35840589611,841.00,848.00,838.00,838.00,-19.00,110390
113/05/31,90177283,74602358441,838.00,846.00,821.00,821.00,-17.00,102070
113/06/03,29629706,25053781742,839.00,853.00,837.00,846.00,+25.00,40694
113/06/04,31031104,26107162214,844.00,851.00,837.00,839.00,-7.00,52392
113/06/05,37531781,31774150536,841.00,857.00,835.00,854.00,+15.00,41869
113/06/06,67300344,60138015941,893.00,899.00,885.00,894.00,+40.00,112332
113/06/07,44489018,39240336617,885.00,888.00,879.00,879.00,-15.00,85990
113/06/11,57435637,51091497348,892.00,895.00,883.00,883.00,+4.00,47589
113/06/12,51874967,46791431521,888.00,914.00,888.00,909.00,+26.00,74526
113/06/13,59656092,54980784829,923.00,935.00,911.00,919.00,X0.00,98777
113/06/14,43289572,39603293460,916.00,922.00,905.00,922.00,+3.00,62552
113/06/17,28796529,26475733502,913.00,925.00,913.00,921.00,-1.00,44582
113/06/18,40870419,38583515635,944.00,950.00,940.00,943.00,+22.00,55791
113/06/19,76684138,74395758883,953.00,984.00,953.00,981.00,+38.00,117235
113/06/20,52144900,50859632569,971.00,981.00,971.00,981.00, 0.00,107978
113/06/21,97995843,94882220706,961.00,978.00,960.00,970.00,-11.00,131503
113/06/24,74081708,70162177693,958.00,960.00,940.00,940.00,-30.00,227255
113/06/25,62079701,57978440842,925.00,945.00,923.00,945.00,+5.00,103844
113/06/26,48821135,46668874056,951.00,960.00,951.00,960.00,+15.00,56563
113/06/27,41276086,39447006518,951.00,961.00,949.00,960.00, 0.00,41133
113/06/28,42998776,41476565443,956.00,971.00,955.00,966.00,+6.00,42853
113/07/01,20936005,20320957284,968.00,977.00,965.00,968.00,+2.00,38293
113/07/02,27992930,26971516491,967.00,971.00,959.00,960.00,-8.00,38928
113/07/03,25022531,24386705873,976.00,979.00,967.00,979.00,+19.00,36096
113/07/04,47251502,47347126144,"1,000.00","1,010.00",997.00,"1,005.00",+26.00,92002
113/07/05,21735614,21827958195,"1,005.00","1,010.00","1,000.00","1,005.00", 0.00,35802
113/07/08,45678332,47210175550,"1,005.00","1,050.00","1,000.00","1,035.00",+30.00,74909
113/07/09,54339957,56382512235,"1,030.00","1,055.00","1,025.00","1,040.00",+5.00,74954
113/07/10,51810372,53308027550,"1,020.00","1,050.00","1,015.00","1,045.00",+5.00,61199
113/07/11,49304453,52782475514,"1,065.00","1,080.00","1,055.00","1,080.00",+35.00,65005
113/07/12,79472761,82222185037,"1,030.00","1,045.00","1,025.00","1,040.00",-40.00,175230
113/07/15,44123104,45805242410,"1,040.00","1,045.00","1,025.00","1,040.00", 0.00,51387
113/07/16,36244442,38188299315,"1,040.00","1,070.00","1,035.00","1,055.00",+15.00,42202
113/07/17,62390596,64372740657,"1,035.00","1,045.00","1,020.00","1,030.00",-25.00,140918
113/07/18,94327431,93948039256,988.00,"1,005.00",986.00,"1,005.00",-25.00,305207
113/07/19,110541544,108678133437,988.00,995.00,970.00,970.00,-35.00,475484
113/07/22,90266550,85567920175,964.00,965.00,938.00,939.00,-31.00,307235
113/07/23,53439290,51686291065,963.00,979.00,956.00,979.00,+40.00,96981
113/07/26,95625050,88299582909,915.00,930.00,915.00,924.00,-55.00,357707
113/07/29,44000914,41481319942,942.00,948.00,936.00,944.00,+20.00,78605
113/07/30,45996400,42988422577,930.00,949.00,926.00,940.00,-4.00,86139
113/07/31,47407263,44270020990,929.00,940.00,928.00,934.00,-6.00,62829
113/08/01,50257642,48211390158,969.00,969.00,948.00,960.00,+26.00,66845
113/08/02,89044852,81488499047,918.00,928.00,903.00,903.00,-57.00,451562
113/08/05,159662795,133482646539,852.00,857.00,813.00,815.00,-88.00,588373
113/08/06,108521787,94271532567,868.00,895.00,840.00,880.00,+65.00,189677
113/08/07,62643163,56900026373,901.00,920.00,893.00,920.00,+40.00,109333
113/08/08,41288222,37045507217,901.00,905.00,887.00,896.00,-24.00,107303
113/08/09,54464183,50586946042,927.00,934.00,922.00,934.00,+38.00,94661
113/08/12,40968742,38572439136,942.00,948.00,931.00,940.00,+6.00,73731
113/08/13,26831364,25227760336,945.00,945.00,937.00,941.00,+1.00,39633
113/08/14,40527779,38507151446,951.00,955.00,945.00,948.00,+7.00,56190
113/08/15,21714163,20528538286,945.00,950.00,941.00,943.00,-5.00,42553
113/08/16,49830670,48022581452,963.00,969.00,958.00,969.00,+26.00,86023
113/08/19,22416274,21737948903,969.00,975.00,964.00,973.00,+4.00,43467
113/08/20,26420625,25701355510,977.00,977.00,968.00,973.00, 0.00,43667
113/08/21,32606816,31287150192,961.00,964.00,956.00,958.00,-15.00,83432
113/08/22,25850379,24661701935,958.00,964.00,948.00,951.00,-7.00,58791
113/08/23,31203321,29530574857,944.00,952.00,939.00,949.00,-2.00,57023
